Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
1690,1,34,37.99,24.36,26.78,95.42,11.33,29.41,85.29,61.76,50,14.71,11.76,8.82,0,2.94,0,0,2.94,14.71,2.94,0,11.76,5.88,8.82,5.88,0,5.88,11.76,2.94,2.94,0,0,2.94,14.71,0,14.71,2.94,2.94,0,8.82,0,0,0,11.76,8.82,2.94,5.88,2.94,2.94,2.94,0,0,0,8.82,5.88,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,5.88,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,0,5.88,0,2.94,2.94,5.88,5.88,0,0,0,0,0,0,17.65,5.88,0,0,0,2.94,8.82,0
1691,1,15,39.7,40.06,19.26,20.23,7.5,13.33,80,73.33,40,0,0,0,0,0,0,0,0,13.33,6.67,0,0,13.33,6.67,6.67,0,20,33.33,6.67,0,0,0,0,6.67,0,6.67,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,13.33,0,13.33,0,0,0,0,0,0,20,13.33,6.67,0,0,0,0,0
1692,1,35,5.94,92.91,24.32,1,11.67,20,94.29,60,51.43,20,14.29,0,0,14.29,0,0,5.71,17.14,8.57,0,5.71,20,0,2.86,8.57,28.57,0,0,5.71,0,2.86,2.86,20,0,20,8.57,2.86,2.86,2.86,0,8.57,0,11.43,0,11.43,11.43,0,11.43,8.57,0,0,0,17.14,2.86,0,0,0,2.86,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,11.43,2.86,0,0,0,2.86,0,0,0,5.71,8.57,0,0,0,0,0,0,25.71,8.57,2.86,0,0,14.29,0,0
1693,1,48,37.3,11.66,15.38,1,16,20.83,91.67,72.92,52.08,12.5,4.17,2.08,0,2.08,0,0,8.33,16.67,4.17,0,12.5,8.33,4.17,8.33,4.17,16.67,16.67,2.08,2.08,2.08,0,0,27.08,4.17,22.92,2.08,4.17,2.08,6.25,2.08,6.25,0,4.17,0,4.17,2.08,0,2.08,2.08,0,0,0,6.25,2.08,0,0,0,0,2.08,4.17,2.08,0,2.08,0,0,0,0,0,2.08,0,0,2.08,0,0,4.17,2.08,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,2.08,0,10.42,6.25,0,0,4.17,2.08,0,0,0,0,8.33,0,0,0,0,0,0,18.75,6.25,2.08,0,0,10.42,0,0
1694,1,54,44.1,72.07,1,20.23,13.5,11.11,92.59,68.52,44.44,9.26,9.26,0,0,3.7,0,5.56,0,16.67,5.56,0,9.26,9.26,0,5.56,9.26,25.93,5.56,1.85,7.41,0,3.7,3.7,14.81,5.56,9.26,1.85,3.7,1.85,0,0,1.85,0,12.96,5.56,5.56,5.56,1.85,1.85,1.85,0,0,0,24.07,11.11,0,0,0,3.7,7.41,12.96,0,0,0,0,9.26,0,9.26,0,5.56,0,0,3.7,0,1.85,1.85,0,0,0,0,0,0,1.85,0,0,1.85,0,0,0,0,0,0,0,18.52,0,0,0,0,0,0,0,0,7.41,3.7,3.7,1.85,1.85,0,0,0,29.63,7.41,5.56,0,0,3.7,12.96,0
1695,1,17,7.78,12.77,12.44,20.23,8.5,41.18,88.24,64.71,58.82,17.65,0,0,0,0,0,0,17.65,17.65,0,0,11.76,17.65,0,11.76,0,17.65,5.88,5.88,0,0,0,0,11.76,0,11.76,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,11.76,0,0,0,0,0,0,17.65,11.76,0,0,0,5.88,0,0
1696,1,18,1.78,13.82,39.59,93.93,9,5.56,83.33,83.33,61.11,0,0,0,0,0,0,0,0,16.67,5.56,5.56,5.56,16.67,27.78,11.11,0,22.22,27.78,11.11,0,0,0,0,16.67,0,16.67,0,0,5.56,11.11,0,5.56,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,5.56,16.67,0,0,16.67,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,38.89,22.22,5.56,0,0,5.56,5.56,0
1697,1,16,1,1.71,99,1,8,6.25,100,75,56.25,25,18.75,12.5,0,6.25,0,0,6.25,6.25,0,0,0,6.25,18.75,0,6.25,25,0,0,0,0,0,0,31.25,0,31.25,6.25,6.25,0,12.5,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,25,18.75,6.25,6.25,0,6.25,6.25,6.25,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,31.25,0,6.25,18.75,6.25,0,6.25,6.25,12.5,0,0,0,0,0,0,0,25,12.5,6.25,0,0,6.25,0,0
1698,1,86,81.67,40.06,36.92,20.23,14.33,19.77,82.56,66.28,54.65,6.98,1.16,1.16,0,0,0,0,5.81,13.95,10.47,0,13.95,8.14,8.14,5.81,0,12.79,8.14,2.33,6.98,0,3.49,3.49,9.3,2.33,6.98,2.33,1.16,1.16,1.16,1.16,0,0,6.98,3.49,3.49,0,0,0,0,0,0,0,3.49,2.33,0,0,0,1.16,0,1.16,0,0,0,0,3.49,3.49,0,0,2.33,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,0,0,2.33,1.16,0,1.16,10.47,0,1.16,8.14,0,0,1.16,4.65,3.49,4.65,2.33,0,0,0,0,0,8.14,6.98,0,0,0,1.16,0,0
1699,1,53,79.57,20.62,87.76,20.23,8.83,32.08,88.68,66.04,54.72,9.43,3.77,0,0,3.77,0,0,5.66,15.09,9.43,0,15.09,3.77,9.43,3.77,3.77,7.55,3.77,3.77,1.89,0,0,1.89,28.3,1.89,26.42,7.55,1.89,0,9.43,5.66,7.55,0,3.77,1.89,1.89,1.89,0,1.89,0,1.89,0,0,3.77,0,0,0,0,0,0,3.77,0,0,0,0,15.09,11.32,3.77,0,1.89,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,1.89,3.77,0,0,0,0,3.77,5.66,9.43,0,0,7.55,0,0,1.89,1.89,0,5.66,0,0,0,0,0,0,32.08,11.32,11.32,0,0,1.89,7.55,0
1700,1,70,31.66,99,1,41.28,7.78,22.86,90,65.71,52.86,22.86,12.86,0,10,1.43,0,1.43,10,11.43,2.86,0,14.29,8.57,2.86,2.86,2.86,18.57,2.86,2.86,17.14,11.43,4.29,1.43,12.86,0,12.86,4.29,4.29,5.71,0,1.43,0,0,12.86,4.29,2.86,2.86,2.86,0,0,0,0,5.71,18.57,1.43,0,0,0,1.43,0,17.14,0,1.43,0,1.43,0,0,0,0,11.43,0,0,11.43,0,0,0,0,0,0,0,0,0,0,0,4.29,1.43,1.43,0,0,0,0,0,0,11.43,2.86,0,1.43,1.43,0,0,0,0,1.43,7.14,2.86,1.43,1.43,0,0,0,20,11.43,1.43,1.43,0,5.71,0,0
1701,1,24,49.68,18.97,68.87,1,12,20.83,95.83,79.17,58.33,12.5,4.17,4.17,0,0,0,0,8.33,8.33,0,0,20.83,12.5,8.33,4.17,0,20.83,16.67,4.17,4.17,0,0,4.17,16.67,0,16.67,0,0,0,4.17,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,8.33,4.17,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,16.67,4.17,0,12.5,0,0,0,0,4.17,12.5,0,0,0,0,0,0,20.83,12.5,8.33,0,0,0,0,0
1702,1,34,72.12,12.77,93.5,20.23,11.33,2.94,100,70.59,55.88,14.71,5.88,5.88,0,0,0,0,8.82,14.71,8.82,0,14.71,8.82,2.94,5.88,0,17.65,2.94,2.94,2.94,0,0,2.94,14.71,8.82,5.88,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,2.94,0,0,2.94,2.94,2.94,0,0,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,8.82,14.71,2.94,0,11.76,2.94,0,0,11.76,5.88,0,0,2.94,2.94,2.94,0,0,20.59,14.71,0,0,0,5.88,0,0
1703,1,34,29.85,24.36,4.6,1,8.5,17.65,91.18,64.71,52.94,20.59,14.71,8.82,0,2.94,2.94,0,5.88,14.71,2.94,2.94,14.71,14.71,0,5.88,0,17.65,5.88,2.94,8.82,5.88,0,2.94,5.88,0,5.88,0,0,2.94,0,0,2.94,0,17.65,0,11.76,2.94,0,0,0,0,0,2.94,23.53,14.71,0,0,8.82,5.88,2.94,8.82,2.94,0,2.94,0,0,0,0,0,5.88,0,0,2.94,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,5.88,0,0,2.94,2.94,0,0,0,5.88,2.94,0,2.94,0,0,0,2.94,29.41,8.82,5.88,2.94,0,2.94,8.82,0
1704,1,83,49.07,12.33,58.31,37.57,41.5,19.28,85.54,69.88,56.63,15.66,12.05,6.02,0,0,6.02,0,3.61,9.64,7.23,3.61,14.46,9.64,6.02,4.82,2.41,19.28,2.41,0,1.2,0,0,1.2,18.07,1.2,16.87,6.02,6.02,0,3.61,2.41,3.61,0,3.61,2.41,1.2,1.2,0,1.2,0,0,0,0,10.84,4.82,0,0,0,0,1.2,6.02,0,0,0,6.02,3.61,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,7.23,0,2.41,3.61,1.2,0,0,3.61,4.82,9.64,0,1.2,1.2,0,0,0,36.14,4.82,3.61,0,0,1.2,26.51,0
1705,1,37,95.19,7.05,36.48,20.23,18.5,16.22,91.89,75.68,59.46,8.11,8.11,2.7,0,0,5.41,0,0,16.22,13.51,0,18.92,8.11,5.41,2.7,2.7,16.22,5.41,2.7,2.7,0,0,2.7,18.92,2.7,16.22,0,0,0,8.11,0,8.11,0,2.7,0,0,2.7,0,0,0,0,0,0,5.41,0,0,0,0,0,0,5.41,0,0,0,5.41,2.7,2.7,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,8.11,18.92,2.7,2.7,8.11,2.7,0,2.7,0,2.7,2.7,2.7,2.7,0,2.7,0,0,18.92,5.41,10.81,0,0,2.7,0,0
1706,1,31,84.4,23.05,1,70.91,15.5,16.13,80.65,64.52,54.84,12.9,3.23,3.23,0,0,0,0,9.68,22.58,9.68,0,12.9,12.9,0,0,0,16.13,9.68,6.45,9.68,0,3.23,6.45,12.9,3.23,9.68,0,0,6.45,3.23,0,3.23,0,16.13,9.68,6.45,3.23,3.23,0,0,0,0,0,6.45,3.23,0,0,3.23,0,0,3.23,0,0,0,0,3.23,3.23,0,0,3.23,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,6.45,3.23,0,0,3.23,0,0,0,0,3.23,3.23,3.23,0,0,0,0,0,12.9,6.45,3.23,0,0,0,3.23,0
1707,1,75,47.65,63.73,5.56,2.44,18.75,20,82.67,62.67,40,12,5.33,0,0,4,0,1.33,6.67,9.33,5.33,1.33,9.33,9.33,4,4,2.67,17.33,6.67,8,1.33,0,1.33,0,9.33,1.33,8,2.67,0,4,1.33,0,1.33,0,4,0,2.67,2.67,0,2.67,0,0,0,1.33,13.33,8,0,0,0,4,4,5.33,0,0,0,0,5.33,0,0,5.33,9.33,0,0,4,5.33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6.67,0,0,5.33,1.33,0,0,4,2.67,8,0,4,2.67,1.33,0,0,46.67,10.67,1.33,0,5.33,5.33,24,0
1708,1,38,17.38,99,1,20.23,9.5,18.42,89.47,73.68,63.16,28.95,21.05,2.63,0,13.16,0,5.26,7.89,18.42,0,0,18.42,7.89,7.89,0,2.63,15.79,2.63,0,2.63,0,0,2.63,13.16,2.63,10.53,0,2.63,2.63,2.63,5.26,0,0,5.26,2.63,2.63,5.26,2.63,2.63,2.63,0,0,0,31.58,7.89,0,0,0,2.63,5.26,23.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,2.63,0,10.53,2.63,2.63,0,2.63,0,0,13.16,10.53,0,0,0,2.63,0,0
1709,1,73,30.5,4.52,28.97,99,12.17,15.07,95.89,80.82,60.27,15.07,6.85,6.85,0,0,0,0,8.22,12.33,8.22,2.74,9.59,12.33,6.85,5.48,1.37,23.29,10.96,2.74,5.48,0,5.48,1.37,20.55,2.74,17.81,1.37,1.37,6.85,4.11,1.37,2.74,1.37,8.22,8.22,0,2.74,2.74,0,0,0,0,0,4.11,2.74,0,0,0,0,2.74,1.37,0,0,0,0,2.74,0,0,2.74,4.11,2.74,0,0,1.37,0,0,0,0,0,0,0,0,0,0,1.37,1.37,2.74,0,0,0,1.37,0,0,13.7,5.48,0,1.37,4.11,1.37,0,0,5.48,2.74,4.11,1.37,2.74,1.37,1.37,0,0,16.44,8.22,6.85,0,0,0,1.37,0
1710,1,53,65.45,72.6,1,1,17.67,26.42,84.91,71.7,52.83,13.21,9.43,0,0,0,9.43,0,3.77,15.09,7.55,0,13.21,9.43,1.89,5.66,1.89,22.64,5.66,3.77,9.43,5.66,0,3.77,9.43,0,9.43,1.89,1.89,1.89,1.89,0,3.77,0,9.43,1.89,7.55,5.66,0,5.66,0,5.66,0,0,24.53,13.21,0,0,0,0,5.66,11.32,0,0,9.43,0,3.77,1.89,1.89,0,7.55,1.89,0,1.89,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,1.89,0,0,1.89,0,0,0,0,3.77,7.55,0,1.89,0,1.89,0,0,11.32,5.66,0,0,0,1.89,3.77,0
1711,1,98,7.34,69.75,24.32,1,32.67,14.29,82.65,63.27,50,13.27,8.16,1.02,1.02,3.06,3.06,0,5.1,9.18,4.08,2.04,7.14,10.2,7.14,14.29,2.04,16.33,6.12,0,10.2,1.02,1.02,8.16,9.18,0,9.18,2.04,1.02,0,1.02,2.04,3.06,0,11.22,2.04,9.18,2.04,0,2.04,0,1.02,0,0,17.35,10.2,1.02,1.02,6.12,0,1.02,7.14,0,0,3.06,0,1.02,0,0,1.02,3.06,0,0,1.02,0,2.04,1.02,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,5.1,8.16,1.02,0,5.1,1.02,0,0,6.12,5.1,6.12,2.04,2.04,2.04,0,0,0,38.78,5.1,2.04,1.02,0,3.06,27.55,0
1712,1,12,1,1,99,99,12,16.67,100,91.67,75,33.33,25,16.67,0,0,0,8.33,8.33,0,0,0,0,16.67,16.67,8.33,8.33,33.33,0,0,0,0,0,0,16.67,0,16.67,8.33,0,0,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,8.33,8.33,0,0,0,0,0,8.33,0,25,0,0,0,0,0,0,16.67,8.33,0,0,0,8.33,0,0
1713,1,17,1,2.18,12.44,20.23,8.5,17.65,94.12,88.24,82.35,23.53,11.76,5.88,0,0,0,5.88,11.76,17.65,0,11.76,0,23.53,11.76,5.88,5.88,23.53,0,17.65,0,0,0,0,17.65,5.88,11.76,0,0,0,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,5.88,11.76,0,5.88,0,0,5.88,0,35.29,0,5.88,11.76,0,5.88,11.76,0
1714,1,22,81.89,17.46,79.84,20.23,22,0,72.73,72.73,63.64,9.09,4.55,0,0,0,0,4.55,4.55,18.18,4.55,4.55,18.18,9.09,0,9.09,0,9.09,13.64,13.64,0,0,0,0,13.64,0,13.64,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,13.64,0,0,13.64,0,0,0,0,4.55,4.55,0,0,0,0,0,0,13.64,0,9.09,4.55,0,0,0,0
1715,1,33,10.19,1,50.45,20.23,11,21.21,90.91,81.82,63.64,12.12,6.06,0,6.06,0,0,0,6.06,18.18,9.09,0,6.06,15.15,9.09,0,12.12,15.15,12.12,0,6.06,6.06,0,0,30.3,3.03,27.27,3.03,3.03,0,6.06,3.03,15.15,0,0,0,0,0,0,0,0,0,0,0,9.09,3.03,0,0,0,0,3.03,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,12.12,0,6.06,6.06,0,0,0,21.21,6.06,9.09,3.03,0,3.03,0,0
1716,1,23,2.08,18.24,17.84,20.23,4.6,26.09,91.3,69.57,56.52,26.09,17.39,8.7,0,4.35,4.35,0,8.7,13.04,4.35,0,4.35,8.7,8.7,4.35,4.35,17.39,4.35,0,4.35,4.35,0,0,13.04,0,13.04,4.35,0,4.35,0,0,4.35,0,17.39,4.35,4.35,4.35,0,0,0,0,0,4.35,13.04,0,0,0,0,0,0,13.04,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,13.04,4.35,0,0,8.7,0,0,4.35,8.7,0,4.35,0,0,0,0,0,21.74,17.39,0,0,4.35,0,0,0
1717,1,36,26.1,25.13,39.59,1,18,19.44,88.89,72.22,61.11,22.22,11.11,8.33,2.78,0,0,0,11.11,13.89,8.33,0,8.33,11.11,2.78,5.56,0,16.67,2.78,2.78,5.56,2.78,2.78,0,8.33,2.78,5.56,0,0,0,2.78,0,0,0,5.56,0,5.56,2.78,0,2.78,0,2.78,0,0,13.89,11.11,0,0,0,2.78,5.56,2.78,0,0,0,0,0,0,0,0,8.33,0,0,5.56,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,5.56,0,0,0,2.78,13.89,0,5.56,2.78,2.78,0,0,0,5.56,2.78,2.78,0,0,0,0,0
1718,1,15,96.08,40.06,1,20.23,7.5,6.67,66.67,46.67,46.67,0,0,0,0,0,0,0,0,6.67,6.67,20,20,13.33,0,6.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,26.67,13.33,6.67,0,0,0,6.67,0
1719,1,78,83.25,69.89,48.76,38.83,13,10.26,85.9,76.92,61.54,14.1,6.41,2.56,3.85,0,0,0,7.69,24.36,15.38,1.28,11.54,3.85,5.13,7.69,0,14.1,3.85,14.1,6.41,3.85,1.28,1.28,7.69,0,7.69,1.28,1.28,0,0,1.28,1.28,0,1.28,1.28,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,3.85,0,0,2.56,1.28,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,3.85,5.13,0,2.56,3.85,0,0,0,6.41,7.69,2.56,0,0,0,0,0,0,10.26,7.69,0,0,0,1.28,1.28,0
1720,1,25,12.09,82.98,13.33,1,8.33,24,84,72,48,8,8,0,0,8,0,0,0,12,8,0,4,12,12,12,0,24,12,8,0,0,0,0,16,0,16,0,0,0,4,0,8,0,12,4,8,0,0,0,0,0,0,0,24,16,4,0,8,0,4,8,0,0,0,0,8,0,8,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,12,0,4,0,4,0,0,20,4,0,4,0,4,8,0
1721,1,73,9,98.63,28.97,40.28,18.25,13.7,93.15,72.6,64.38,17.81,12.33,0,1.37,9.59,0,1.37,5.48,10.96,6.85,0,10.96,8.22,10.96,10.96,4.11,13.7,1.37,2.74,9.59,5.48,0,4.11,15.07,2.74,12.33,1.37,0,2.74,1.37,0,8.22,0,1.37,1.37,0,0,0,0,0,0,0,0,24.66,6.85,1.37,1.37,0,0,2.74,17.81,2.74,0,2.74,2.74,2.74,0,2.74,0,5.48,0,0,2.74,1.37,2.74,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,1.37,0,0,5.48,4.11,1.37,0,2.74,0,0,0,5.48,0,5.48,0,0,0,0,0,0,8.22,5.48,2.74,0,0,0,0,0
1722,1,12,99,98.75,1,20.23,12,25,66.67,58.33,50,8.33,8.33,0,8.33,0,0,0,0,8.33,8.33,0,25,8.33,0,0,0,8.33,0,8.33,8.33,8.33,0,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
1723,1,29,8.72,90.41,21.61,1.05,29,17.24,96.55,82.76,51.72,24.14,17.24,0,3.45,3.45,10.34,0,6.9,6.9,3.45,0,6.9,3.45,3.45,10.34,3.45,20.69,13.79,0,3.45,3.45,0,0,24.14,0,24.14,6.9,0,3.45,6.9,0,13.79,0,3.45,0,3.45,3.45,0,3.45,0,3.45,0,0,31.03,10.34,0,0,3.45,0,6.9,20.69,3.45,0,0,13.79,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34,6.9,0,0,6.9,0,0,0,0,10.34,6.9,0,3.45,0,3.45,0,0,13.79,0,3.45,0,0,6.9,3.45,0
1724,1,78,61.17,5.47,16.81,1,26,14.1,84.62,70.51,58.97,11.54,3.85,1.28,0,1.28,0,1.28,7.69,16.67,8.97,1.28,17.95,8.97,6.41,8.97,3.85,17.95,3.85,3.85,3.85,1.28,1.28,1.28,17.95,0,17.95,0,3.85,2.56,6.41,0,7.69,0,6.41,1.28,5.13,0,0,0,0,0,0,0,7.69,5.13,1.28,0,2.56,0,0,2.56,0,0,0,0,1.28,1.28,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,5.13,8.97,1.28,2.56,2.56,1.28,0,1.28,1.28,1.28,7.69,0,0,0,0,0,0,11.54,3.85,2.56,0,0,5.13,0,0
1725,1,10,1,99,63.35,20.23,5,0,100,90,80,30,30,10,20,0,0,0,0,0,0,0,10,10,20,20,0,30,0,0,20,20,0,0,30,0,30,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,30,20,10,0,0,0,0,0
1726,1,23,14.64,5.93,44.75,20.23,11.5,17.39,78.26,56.52,47.83,13.04,13.04,4.35,0,0,8.7,0,0,4.35,0,0,13.04,8.7,4.35,13.04,4.35,13.04,4.35,0,0,0,0,0,13.04,0,13.04,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,8.7,0,0,0,8.7,4.35,4.35,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,13.04,0,0,13.04,0,0,0,0,0,13.04,0,4.35,0,4.35,0,0,17.39,4.35,4.35,0,0,4.35,4.35,0
1727,1,17,1,12.77,83.69,20.23,17,11.76,100,70.59,64.71,35.29,17.65,11.76,5.88,0,0,0,17.65,23.53,5.88,0,0,11.76,5.88,5.88,5.88,17.65,0,0,11.76,11.76,0,0,17.65,5.88,11.76,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,5.88,0,0,0,5.88,0,0,5.88,17.65,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,5.88,11.76,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
1728,1,35,31.66,13.3,97.09,94.7,11.67,22.86,100,71.43,62.86,17.14,8.57,2.86,2.86,0,0,2.86,8.57,11.43,2.86,0,20,5.71,2.86,11.43,8.57,11.43,5.71,2.86,5.71,2.86,2.86,0,22.86,0,22.86,11.43,2.86,2.86,5.71,0,8.57,0,5.71,5.71,0,0,0,0,0,0,0,0,20,5.71,0,0,0,0,5.71,11.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14,5.71,0,2.86,5.71,0,0,0,0,0,5.71,0,0,0,0,0,0,20,8.57,5.71,0,0,5.71,0,0
1729,1,29,13.62,1,67.94,20.23,14.5,20.69,89.66,65.52,62.07,13.79,6.9,6.9,0,0,0,0,6.9,24.14,3.45,0,6.9,6.9,10.34,6.9,3.45,6.9,13.79,6.9,0,0,0,0,27.59,0,27.59,3.45,0,3.45,17.24,0,6.9,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,3.45,0,0,0,0,3.45,0,3.45,0,6.9,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,6.9,3.45,0,3.45,0,0,0,3.45,0,6.9,0,0,0,0,0,0,20.69,6.9,6.9,0,0,3.45,3.45,0
