ValuesSurvey,BehaviorsSurvey,CARE_tot,EQUALITY_tot,PROPORTIONALITY_tot,LOYALTY_tot,AUTHORITY_tot,PURITY_tot,Individualism_tot,Collectivism_tot,PVQ_SD_tot,PVQ_PO_tot,PVQ_UN_tot,PVQ_AC_tot,PVQ_SE_tot,PVQ_ST_tot,PVQ_CO_tot,PVQ_TR_tot,PVQ_HE_tot,PVQ_BE_tot,Religiosity_tot,NFC_tot,conservatism_tot,Tightness,sex,age,religion,first_language,race,education,ResponseId
My most important values are my belief in showing everyone kindness even if they don't deserve it. I believe that if you show kindness to people who maybe aren't the nicest it might make them want to show kindness back. I also believe in being as friendly with people as possible so that I can have the best relationship possible with them. I especially feel this way about the people who I have working for me. If I can get along with them and they can get along with me it makes my day to day life so much better. It also helps people want to continue to work for me so that I don't have to spend a bunch of time hiring new people and trying to get them to fit into the team. Another value that I hold dear is honesty. I don't believe in having to lie to anyone about anything. Having honest relationships makes me feel more comfortable because I'm saying everything and anything that needs to be said. It also allows me to teach my sons the importance of honesty so that I'm raising two little boys who I can be proud of.,"Last Friday, I went to work as normal and had a bunch of meetings. After work, I made homemade burritos with my wife before we headed off to bowling. We had to drive slower because it had started snowing a bit earlier that evening. We bowled three games on league with two of our friends who were filling in for our other two friends who were in Mexico. I actually bowled better than I have in weeks so I was pretty happy and I enjoyed two beers while I was at the bowling alley. My wife then drove us to the grocery store after we were done bowling so that we could be prepared for the week. Saturday morning, my wife and I had to get up nice and early so that we could shovel multiple people's houses. We shoveled our friend's house who were in Mexico and while we were there we borrowed their snow blower so that we could take care of my mother-in-laws house, my friends mother's house, and my house. After we finally finished shoveling I sanded and mudded my son's wall because I had to tear it all done the other week. The rest of the day was spent relaxing with my wife. On Sunday, we headed to my grandmother-in-law's house so that we could help decorate her tree. After that we came home and spent time playing video games with our sons. Monday was just another regular day where I had to go to work and then I came home exhausted, but I still took care of doing another coat of the mudding on the wall. Tuesday, I went to work and then after I got to have a game night with my cousin and her husband. We played Descent for hours it was a blast. Wednesday, I went to work and then came home to make dinner with my wife and then watch Rumble with my boys. Thursday, I worked from home so that I could get my booster shot and then my boy's got their flu and covid vaccine. Today, I'm just trying to catch up on what I couldn't finish yesterday while working from home.",4.833333333333333,2.8333333333333335,3.1666666666666665,3,3.1666666666666665,2.1666666666666665,3.3333333333333335,4,5.5,3,5.333333333333333,2.5,5.5,2.5,5.5,5.5,3.5,6,5,3.3333333333333335,3,3.6666666666666665,2,33,6,English,1,6,R_3EzZpR6LVg5oM2m
"I value honesty and hate people that lie. This is important to me because I want to be able to trust those in my life. I also value people with integrity and value good character. I appreciate loyalty and positivity. Above all else, positive support is of utmost importance.","I first woke up and prepared breakfast. I then went for a run. After that I took a shower and worked on homework. Before bed I vacuumed, cleaned dishes, and dusted. The next day I woke up early and got ready for work. I then worked for a few hours. Next I went grocery shopping and got gas. The next day I had a doctor appointment. The following day I helped my friend move.",3.3333333333333335,3.3333333333333335,3.5,3.1666666666666665,3,3.8333333333333335,3.5,3.1666666666666665,5,4.5,4.666666666666667,3.5,4.5,5,2.5,4,3.5,4.5,17,2.8333333333333335,1,3.1666666666666665,1,39,1,English,2,5,R_3QElHTq3U3ZnRzk
"I really value family and caring for other people.  I believe all people are equal and should be treated with respect.  People should never be judged on the money they make; all honest work is good work as I was brought up.  I believe in independence, I am not here to live off others and I pride myself in my ability to work, earn my own money and make my own way in the world.  I value friendship, true friends that are there for each other thick and thin.  I value pride in country and values of democracy.  Not the fake cries to look good but the constitution values and what they stand for.",I ate supper out. I went to church and then went for breakfast.  I took items to my antique booth to sell.  I picked up a check from the and put it in the bank.  I got cash at the bank.  My new furniture was delivered.  We took supper to my son and grandson and played with the grandson.  I got new eyeglasses.  I went to the dentist x2.  I made banana bread and a fruit spread.  I swept floors and did laundry.  I went to see Christmas lights at a local church.,5,3.5,3.6666666666666665,3.8333333333333335,3.6666666666666665,2.3333333333333335,4.166666666666667,2.6666666666666665,5.5,2.5,5.666666666666667,4.5,6,4.5,4,4.5,5.5,6,23,3,1.5,3.6666666666666665,1,65,1,English,1,6,R_A5wrDCsbqIuZQFX
"The core value that guides my life is justice, in the sense of fairness. I highly value that everyone has the same opportunities, even if it means that some people get a lot more assistance in accessing those opportunities than others. I also believe it is important for each person to get the opportunities that suit them best, so if one person would prefer a career in skilled manual labour, that person should have access to quality training with an expert rather than being funneled into four-year college or something. I believe in a universal basic income and comprehensive healthcare for all. I believe in the inherent value and interconnectedness of all beings, so we must all care for and support one another. I believe in compassion and kindness above all. I value honesty, but only insofar as it is helpful.","Last Friday, we had to stick around the house to wait for a delivery. When the delivery arrived, I left to get groceries while my partner put his new chair together. We watched movies and played board games as a family in the evening. Saturday, we practised martial arts as a family in the back yard, then had friends over to play Dungeons and Dragons in the evening. Sunday was a wonderfully relaxing day watching Elf and then Venom: Let There Be Carnage. Monday, we had to drive out of town to meet my dad to sign some paperwork. It was a nice drive, as we got to listen to Fool Moon by Jim Butcher and the kids behaved well on the trip. We signed our paperwork so quickly and smoothly! It was amazing! Then we went out to lunch at one of my dad's favourite burger joints. It was nice to spend some time with him since I don't get to see him very often. The rest of the week has been more everyday stuff: doing schoolwork with the kids, cleaning the house on Tuesday, and exercising daily. I made time to practise my lightsabre flows yesterday. Today I stayed in bed late to snuggle with the cats and my partner is about to start an interview for a new job right now!",5,4.5,2.5,2.1666666666666665,2.3333333333333335,1.3333333333333333,3.8333333333333335,4,6,3.5,6,3.5,5,3.5,2.5,3.5,6,5.5,20,3.1666666666666665,2.5,4.5,1,35,7,English,1,5,R_3kvrTqTi3VTNT84
"2 core values I hold in high esteem is truth with gentleness, and treating everyone with respect (until proven otherwise).  It governs how it interact with everyone from the person in the grocery store to the person looking for a hand up on the street. 
Im not here to judge them simply help where and how I can. Sometimes that mean helping a person or waiting for cooler heads to prevail. Sometimes that means I need to face a wrong that I did by apologizing that I was mistaken or wrong.","I woke up sick, head full of junk, chest feeling like a small child was sitting on it. I rolled over and groaned, thinking, this is going to be fun. I called in sick. I called Quickcare and made myself presentable. 
After spending quality time in Quickcare I gathered my prescriptions and headed over to the local pharmacy. I felt terrible and waited as calmly as I could as kids coughed around me. Adults hacked into sleeves all around me. It was like a zombie horror movie, as I noticed more and more people sick at every turn. 
Was it that many? In truth most likely not. But it was a thought that traveled slowly across my addled brain. 
Once the drugs took effect the next couple of days were a routine; drugs, small amounts of food, lots and lots of liquids. Rinse. Repeat. Sleep filled most of my days as I recovered.",3.3333333333333335,2.3333333333333335,3.1666666666666665,2.6666666666666665,2.3333333333333335,2.5,3.8333333333333335,3.5,4.5,3.5,4.666666666666667,3.5,3.5,4.5,3.5,4,3,4.5,22,3.3333333333333335,4,3.6666666666666665,2,48,1,english,8,5,R_8nQdGOWb6XMvUZz
"Helping Businesses Grow By Encouragement, Strategies, Mentoring & Leadership Development. Strengthen Businesses To Become Healthy & Effective. Best Practices & Effective Methods. Leadership Collaboration. Business Strategies. Functional Operations.","such as eating dinner with your family, making your bed, writing an e-mail, and going to work",3.6666666666666665,3.1666666666666665,3,2.5,2.6666666666666665,3,3.8333333333333335,3.1666666666666665,3,3,2.6666666666666665,3.5,2.5,4,3.5,3.5,4,2.5,17,2.5,4,2.6666666666666665,2,32,1,ENGLISH,1,5,R_3QQQfjCOmtK0V52
"One of the most important values is dedication to one's career/work. I believe this is important as this value informs how you approach both school and work, which will lead you to success and earning an income. This value is also important as it allows you to invest in one's passion, which is one's job typically. Another thing I value is financial responsibility. This is important as this is how you make sure your life functions smoothly, from saving for emergencies and retirement to having a house and a form of transportation. Another thing I value is making the most of free time. This is important as free time is a time to explore and learn about the world, develop your hobbies, and generally cultivate your interests outside of work. This makes the world interesting and provides additional meaning to one's life. These values allow you to meet the right people, care for those around you, and improve the lives of those who are engaged in similar passions as you.","I wake up, check emails and texts and on my phone, then get up. I take a shower then get dressed for remote work. I then have a breakfast which consists of some fruit, and some nuts. I then work for a few hours on my computer at my desk. I then take a lunch break during which I eat some sort of sandwich with meat and a fruit to top it off. I then work for a few more hours. I might do a minor chore or two during the day if I have time. After work is completed in the late afternoon, I try to either get some form of exercise outdoors or run errands. If I am running errands, I usually walk to a nearby grocery store or bike to a store that might be farther away. I never drive to do errands as I do not have a car and I also do not take public transportation. For exercise, I either take a walk around the neighborhood, bike around town or on trails, play sports, or go to the gym where I lift weights. After these things are completed, I usually go home and have a healthy dinner then take a shower. I might browse the internet for a bit then go to bed. On weekends I try to exercise during the day and see friends to hang out. I might attend a local event or watch a movie in the afternoon or evening. Sometimes, I go out to dinner at night as well. This has been my routine for the last seven days.",3.1666666666666665,2.1666666666666665,3.6666666666666665,3.1666666666666665,3.1666666666666665,2.3333333333333335,3.3333333333333335,3.6666666666666665,4.5,4,4,4.5,3.5,3.5,3.5,4,3.5,3.5,5,3.3333333333333335,1.5,3.6666666666666665,2,25,6,English,1,5,R_qUG7QbfwAZP0Glz
"My important values is loyalty, spirituality, humility, compassion, honesty, kindness, integrity and selflessness.","I have to complete my project work past week, and share work related tasks. I meet my friends daily at evening time. Go to park and beach in the Saturday and Sunday.",4.333333333333333,3.6666666666666665,3.5,4,3.8333333333333335,3,3.6666666666666665,4.5,5,5.5,5,6,5,5.5,4,5,5,5.5,27,3.5,7,4.166666666666667,1,40,1,English,1,5,R_3qwhRQPXYvQrZRa
"Central and important values that guide my life..... I try and make good choices in all that I do. I think family is important and giving time to God, keeping him in our life. Making sure what we do and say does not hurt others, Keeping in touch with family and friends thru telephone or texting. Making sure to say ""i love u""...one never knows when that last time will be. keeping up with family traditions, being considerate of ones spouse even when u don't agree with them. ""Keeping the peace"". Putting others before yourself...however have to make sure to take of yourself so u can take care of others. Its a fine line sometmes.","In the past 7 days, different activities I have participated in are: getting up, making and drinking coffee EVERY morning, usually 2 cups, eating breakfast, changing cloths and brushing and flossing teeth, brushing hair. Of course, showering before changing each morning also. # or 4 mornings I have walked 3 miles with neighbor and her dog outside around the neighborhood. I have visited with my father in law at the nursing home he is in, going 3x to a grocery store. I have been to the bank and gas station. Hardware store since out hot tub has broken, which I also had emptied. Skimmed pool and turned on filter 1x(only 1x since winter). tv, I have watched lots of tv, I like the morning news and watching The Five in the evening. Lunch and dinner each day also I make and eat. We did see the town Christmas parade last Saturday and went out for lunch afterwards. Have gone to downtown park for a boat parade and christmas tree lighting and contest. I let my cats in and out all day also, fedd and water them as needed. I have made Christmas cookies and homemade chili. In the evenings, I usually have a drink or 2 of alcohol and watch TV or read until tired enough4 for bed.",3.1666666666666665,1.3333333333333333,3,4,3.8333333333333335,2.3333333333333335,3.6666666666666665,2.6666666666666665,4.5,3,4.666666666666667,3.5,5,2,4.5,5,4,5.5,19,3.3333333333333335,5,2.6666666666666665,1,51,1,english,1,4,R_067M05kIPKCDFQd
"In my life I try to focus on treating other people with respect and empathy. Everyone has their own ideas about life, what it important, how they should live, and how the world should work. I try to see their point of view, and even if we can't connect on certain issues, I try to be respectful and kind. We are all stuck on Earth, and there is no sense in being cruel to each other. I really want the best for humanity, and our planet, and the universe, and I try to contribute to that by not holding back the development of humanity by squabbling over petty differences. I also promote and participate in charities that provide education and basic needs so that more people can  thrive and contribute to society.","At the beginning of the week, I had my Aunt's funeral. I read a Psalm that my great-grandmother loved, and a few people read poems. We buried her with my great-grandmother. I went back to work after recovering from Covid, and I'm struggling with some anxiety and stress related to work. A few days ago was my boyfriend's birthday. I got him a present, and cooked him dinner and a cake. I also deep cleaned the house that morning. Yesterday we bought a Christmas tree because his mom sent us ornaments, and we haven't had a tree in years since moving in together. I just finished decorating it this morning. I'm currently trying to get my cat to stop chewing it, and I'm thinking of wrapping the bottom of it in a fitted sheet at night when I can't watch him.",4.666666666666667,4,3.8333333333333335,2.3333333333333335,2.8333333333333335,2,4,3.3333333333333335,5,5,5.333333333333333,5.5,5.5,5,4,4,4.5,4.5,9,2.6666666666666665,1.5,4.166666666666667,1,29,7,English,1,3,R_Oebd8ZjrlBNbQQN
"One of the main values to my life is honesty and sadly last year I did not live up to that standard. I was married for 8 years and then had an emotional affair with an ex girl friend. I have only ever cheated twice in my life and both times were with this girl. I can not say no. 

I tried to hide it for about a month and then finally had to come clean and tell my wife what was going on. Even though it was tough and hurt, I told my wife the whole truth, while it did lead to divorce, being honest is always the best thing a person can do. I wish I would have stuck to my values and told my ex wife what was wrong in our marriage and what I was feeling/thinking.","I do pretty much the same thing Monday through Friday. 

I wake up at 5 am and then take a pee, by 5:05 I am sitting in my chair and my wife is bringing me breakfast, I then eat breakfast and by 5:30 I am petting the cat good bye and kissing my wife as I walk out the door. I head down stairs and scrape the truck and then head to the bus barn. 

I drive bus from 5:45 to 8 am, and then park the bus and head into the school to shower. By 8:15 I am out of the shower and read to teach. I teach PE from 8:30 - 3:30. 

On Monday night there was a home basketball game that I went to until 10

On Tuesday night there was a school board meeting that I went to until 9",2.8333333333333335,1.5,3.1666666666666665,3.8333333333333335,3.6666666666666665,2.5,4.333333333333333,3.8333333333333335,3.5,2.5,3.3333333333333335,3,2.5,3,4,5,2.5,4,15,3.3333333333333335,6,3.6666666666666665,2,37,1,English,1,6,R_2D7UBLaxYDQM1Tu
"I think one of my most basic values is honesty. No matter what the situation or what the outcome, honesty plays the biggest role as who I am as a person for many reasons. I want people to trust me, I want people to value my opinion and I want people to feel safe when they are with me. I think another basic value I have is empathy/compassion. I always try to find the good in people even if there really isn't any. I try to understand where they are coming from, even if it is not something I agree with. Another huge value for me is giving. Whether it's giving time, assistance or advise, I love to be able to give back to others. While I am not always in a position to give to places or people financially, I am often able to give in other ways.","The past week has been fairly eventful. As we prepare for the upcoming Christmas holiday and wrap up school for my children for the year and finish up sports until the new year, hectic would be the first word that comes to mind to describe our week. Starting with Saturday, my day was spent driving several hours away to pick up my sons Christmas present up (he is getting a new KTM 85cc dirt bike). After picking that up, I headed to the outlet mall to make some smaller item purchases. I then went home, played with my kids and we went to bed. On Sunday, we picked up a friend and spent our afternoon at our local cities Christmas parade. While we enjoyed it, it was definitely geared towards younger children. From Monday through Friday, our days are fairly routine. We wake up, I drop the kids off at each of their schools, drive about an hour and a half to work, work and then leave work to pick them up. Monday evening, my son had wrestling practice and my daughter had basketball practice. Tuesday evening, my son had a wrestling tournament and my daughter had a basketball practice. Wednesday evening, my son had wrestling practice and afterwards we went to the store to pick up items we needed to prepare for my daughters school festivities on Thursday. We then spent our evening making finger sandwiches (ham & cheese, turkey & cheese and pb&j) and dirt cups (jello, oreos and gummy worms). Thursday evening, my son had wrestling practice and my daughter had basketball pictures as well as hitting lessons.",4.833333333333333,1.8333333333333333,2,4.333333333333333,4.166666666666667,2.8333333333333335,3,4,5.5,3.5,5.333333333333333,3,4,5.5,5,5.5,3.5,6,19,3.1666666666666665,4.5,3.8333333333333335,1,41,1,English,1,3,R_Th0nmKTjiTYUkNz
"My core values are authenticity, empathy, sustainability, kindness, and open-mindedness. These values guide every aspect of my daily life. They are equally important to me. Every word I speak, and every action I take is guided by these principles. Of course, I slip up sometimes. I am not perfect. For the most part, though, I try my very best to live these values and to practice what I preach. It makes me love myself, my friends & family, and the world more when I stand by my values. It helps me to become the best version of myself. My biggest goal in life is to affect positive change!","Last Friday, I woke up feeling festive and decided to decorate the house for Christmas! After a delicious egg & cheese bagel sandwich breakfast, I took my furbabies for a walk. Then, I fed them, and got to work on the house. It was so much fun! Saturday & Sunday were spent relaxing with my husband. We played video games, cooked a lot of food together, and tidied up the house. Monday, I ate a hearty breakfast, took the dogs for a walk, then fed them. I spent the rest of the day working on microtasks for Amazon Mechanical Turk. Tuesday, Wednesday, & Thursday were spent the same way. Today, I woke up and went to our local food pantry. I got lots of fresh and canned food for Christmas! I was also given a live Christmas tree! It has been a great week, full of kindness, love, and relaxation!",5,4.333333333333333,2.8333333333333335,3,2.6666666666666665,3.6666666666666665,3.8333333333333335,4.166666666666667,5.5,3.5,6,3.5,3,5.5,4,4,5,6,15,3.3333333333333335,2.5,4,1,35,7,English,1,3,R_1K2qEZfGKsZqFiu
"The most important things in my life are my faith and my family.  I am a Christian, so my Christian worldview impacts every decision I make.  What I do, how I speak to people, and how I act are all impacted by my faith.  In addition to my faith, my relationship with the members of my family is paramount.  I think about family all day every day and wonder how they are doing and how I can be of support to them.  I don't mean to imply that I don't have my own life and I do pursue my own interests, but family opinion and support is what I value the most.","Last week I was on vacation in Hawaii.  I had a great time and spent most of my time lying around the pool area, swimming in the ocean and walking along the beach.  We did go out on a boat trip that included snorkeling.  That was so much fun and we were able to see marine life that I had never encountered before.  Following the boat ride we stopped for lunch at a restaurant that is famous for their mai tai's.  They were fantastic.

Once the vacation ended, it took me almost an entire day to get home.  I had multiple layovers in various airports and spent most of my time there walking up and down the concourses trying to keep myself awake as well as get some exercise.  

Now I am home and life has settled back into my normal routine of up early at 4:45 AM to walk 5 miles, then work, then home to spend time with my husband and dogs.",4.166666666666667,1.3333333333333333,3.3333333333333335,3.5,3.3333333333333335,2.8333333333333335,3.1666666666666665,3.3333333333333335,4,3,4.666666666666667,3,4.5,3.5,5,5,2.5,5.5,26,3,4.5,4.166666666666667,1,50,1,English,1,6,R_31ycSRKh1aWAaw5
"The most important and influential thing in my life is when I accepted Jesus Christ as my Savior and Lord.  I was young at the time, but I knew I needed to have a relationship with God and that I could.  I was raised in a Christian home and my values and guiding principles come from having an active faith in Christ.  I get my values from the Bible.  That is why I am against abortion, etc.  I had an eight-year-old son who was diagnosed with bone cancer.  For almost two years he fought and struggled with it.  He had an amputation of his left leg, two lung surgeries, and at least a year of chemo.  Through it all, he kept a happy disposition.  He could find joy in life.  When a newspaper reporter asked him how he could be so happy, he replied, ""I know that Jesus will never leave or forsake me.""  He died peacefully at the age of 10.  That is the kind of peace and faith Jesus gives us.  He has promised to never leave us.  Although I don't understand all the hard things people go through and the difficult things in life, I can trust that God is sovereign and will make everything right soon.","I can't remember too well what I did on Friday and Saturday of last week.  Probably the typical day-to-day type of things--getting up and dressed, eating breakfast, checking email, doing MTurk, fixing lunch, doing dishes, maybe going to the store, etc.  
On Sunday we drove half an hour to the church where I taught the Senior Ladies Bible Study class and then attended the church service with my husband.  After church, we had a Women's Ministry meeting where we ate lunch and discussed the issues of our Ministry to Women.  After that, we drove home and I caught up on my computer items and did daily chores and routines.  Several times this week we went to the store to get items we needed.  On Tuesday, after doctor's appointments and errands, we drove to KC to check on a car we wanted to buy.  We were there early and waited to meet him.  We ended up buying the car and I had to drive one car home, following my husband.  That was grueling!  I hate to drive, it was at night and there was a lot of traffic.  But we made it home.  On Wednesday we had an appointment with the Pest Control to put out bait boxes for mice.  On Thursday we received a portable dishwasher that we had ordered.  It was a very busy week.  
",4.333333333333333,1.1666666666666667,4,4.5,4.5,4,2.3333333333333335,4,4.5,3,4.333333333333333,2,5.5,1.5,5,5.5,2,5.5,27,3.1666666666666665,7,3.3333333333333335,1,55,1,English,1,4,R_3r33JctIyHnLD5r
"The main central value of my life is honesty. If more people were truthful, telling it like it is, the world would be far better off. People don't need things sugar coated, they want to hear things as they truly are. This doesn't mean one has to be rude or hurtful while being truthful, but it does mean giving an honest assessment.","A week ago, I woke up, took my dog out, and started working. Then I fed my dog and took her for a walk. I continued to work until the afternoon, when I took her out again. I started making dinner, ate, watched TV and went to bed. The weekend was filled with football games and house cleaning. I ordered things on Amazon. I went to the grocery store. I went on some long walks. I shoveled snow, treated the hot tub.",4,3,3.8333333333333335,3.6666666666666665,4.166666666666667,2,2.6666666666666665,3.8333333333333335,3.5,3,5,3.5,5,4,4,4.5,4.5,4.5,10,2.8333333333333335,2.5,4,2,56,1,English,1,5,R_3QRFB6VdhlkSGp3
"The most fundamental value that guides me is integrity. This stands as the basis for all of my other values, because without I could give up on my other values. It is to upmost importance to me that I am true to myself and adhere to my beliefs. There was a time in my life when I would maybe go against who I was, even if just for a moment, to be accepted or not stand out. Those days are surely behind me. When I think of all the times I wasn't true to myself, I never want to be like that again. Staying true to not only myself, but to the ethics and morals that govern my way of life have never been more important to me. Fairness is at the base of my values when interacting with others. I know what it feels like and means to be treated unfairly and I don't want anyone to ever feel like I am doing that to them. I put in as much effort as I can to be fair to anyone I am interacting with. There was a time when being fair wasn't as important to me as it is now. I don't remember too much about that time, but I do remember that when I started to feel I was being treated unfairly I didn't want anyone to feel that from me. I wanted to be somebody who took everyone into consideration and be aware of their unique situation. Whatever it may be. I would say those are the most important values that I hold the closest to my heart and am not willing to compromise.","Everyday for the last seven days I have eaten food, but only past 2pm. This isn't scheduled or forced. I've never been a big breakfast eater. I don't get hungry until a certain time and I prefer to only eat when I'm hungry. For the last 3 days I have exercised extensively and feel great. I don't have any back pain and like do as many pushups as I can before I am exhausted. I go outside with my dog sometimes, but only when he has to use the bathroom, because it's cold and I am not a fan of winter. I made a video for one of my social media accounts. It did better than what I thought it would so I think I'll make another one soon. I edited for about 2 days. I know why people pay editors so much money now. It's because no one wants to do it! I have tons of goals I need to make before the month is up so I've been focusing on those, but when I have free time I like to play with my dog. If he's had enough of me, than I turn to one of the games on my phone.",4.833333333333333,3,4.5,3.5,3.5,2.6666666666666665,4.166666666666667,3,6,5,6,5,3.5,5,4.5,4.5,6,6,18,3.1666666666666665,3,3.5,2,28,1,English,2,3,R_XZZefOhOWxu8kBH
One of the great values that guide my life is being centrally useful and beneficial to others. Other life guides include being kind and generous to the people and the need to help every individual and needs my help around the world. Making difficult decisions in my life require me to use moral guides such as generosity and selflessness in achieving other people's needs and inclusivity.,I have majorly spent time with my family. I have taken them for a December tour and made them enjoy most of my offs. I have also started a small business with my coworkers and been able to start it successfully.,2.8333333333333335,3,3,3.1666666666666665,3.3333333333333335,2.8333333333333335,3.5,4.166666666666667,4,4.5,4,4,5,5,2.5,4.5,4,5,22,3.3333333333333335,2.5,3.3333333333333335,2,23,1,English,2,5,R_2156caw3n4wWTlY
"Well. The Human Values of Love, Peace, Truth, Right Conduct and Nonviolence are latent in every human being, they are our very natural and true characteristic.
","Very Well. Eat a variety of foods.
Base your diet on plenty of foods rich in carbohydrates.
Replace saturated with unsaturated fat.
Enjoy plenty of fruits and vegetables.
Reduce salt and sugar intake.
Eat regularly, control the portion size.
Drink plenty of fluids.
Maintain a healthy body weight.",4.5,4.166666666666667,4.166666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.5,4.166666666666667,4.5,6,4.666666666666667,5,5,5.5,6,5,5.5,5,19,2.6666666666666665,6.5,3.5,2,33,1,English,2,5,R_0UsmyimZ83edarD
"I believe in trying to leave no one worse than when I first encounter them. What I mean is that I try to not harm or take advantage of others. It's like the golden rule, or karma. I also think it's important to make an effort to be good to our planet, so I recycle and don't litter. I also think that people's time and lives are important. I think everyone deserves the opportunity to play and learn, instead of just work. That goes for children as well as adults. I am trying to take more value in my health, as I neglected it in the past. So in my household I am trying to set a good example for my child without being to strict about it.","I have been grocery shopping. This entails looking at the local sales ads for grocery stores and taking note of anything that I would like to eat that is being offered at a discount. I then looked in my kitchen for staples that I needed to pick up. I then made a menu for the week, keeping in mind what I had decided I needed and what was on sale. I then made  a list of what to buy. I also taught homeschool to my child. Got gas for the car. Cleaned the house and made many meals from scratch. I was able to get a sitter for a few hours to do some christmas shopping, and wrap some presents. I also played some video games, watched tv, and did some mturk.",3.5,4,2.8333333333333335,1.8333333333333333,2.5,2.3333333333333335,4,2.5,5,2.5,4.666666666666667,2,3,4,2.5,3.5,4,3.5,13,2.8333333333333335,4,3.3333333333333335,1,37,6,english,1,3,R_3f9wz2zcc9TqATf
"I believe in honesty, integrity and loyalty. I show this by sticking to my values and promises to others and to myself. I follow three main principals, don’t lie, don’t cheat, don’t steal. I believe in God and have moderate spirituality. Some do not believe anymore and I do not judge them because it’s not up to me to live others lives and make choices for them. It’s just good values and life rules to help life flow easily. I believe in working hard and giving whatever your passion is your full effort. And having little to no regrets. You only get one shot at life and you should be happy and help to enrich others lives as well. I try not to judge others choices and accept people for who they are and the special gifts they have to offer.",Over the last seven days I have gone to a couple dinners for the Christmas holiday. It was very nice to see my friends because I have not been able to for quite some time. I’ve taken care of usual household chores and have gone shopping. I bought nice outfits for myself and gifts for my family,4.833333333333333,3.1666666666666665,2.8333333333333335,3,4,3,4.166666666666667,3.6666666666666665,5.5,4.5,5.333333333333333,5,5.5,6,4.5,6,6,6,14,2.8333333333333335,3.5,3.3333333333333335,1,43,1,English,1,3,R_1j8TzMD4mb98aJc
"Something that I will always live by is to treat others how I would want myself to be treated, although it is not always clear to me. I remember this principle because whenever I am not sure how I feel about someone, I try to think through and imagine how I'd want to be treated if I was in their place, and go from there. It's helped me throughout life to just stop and think before making decisions, even if they are everyday decisions. I believe that a person's habits really determine who they are, so I try to implement this in my every day life to make these behaviors habitual for myself. 

For example, I have had friends who were too afraid to tell me how they really feel about certain things, and it has only made things harder. The best thing to do is to just be straight forward without loosing control of your emotions.","Last week ago today was a Friday and a very busy weekend, I picked up my girlfriend from the airport and drove her and her parents home. Literally the next morning we were already moving her things to her new home with her roommates, and that process took the entire weekend since they had a lot of things. It was tiring but definitely worth it since she lives closer to me now. And they fed us so it wasn't bad. Monday hit and the work week started for me, busy schedule leading up to the holiday season. I needed to get as much done as I could before this upcoming weekend, because I will be once again busy with my girlfriend at her graduation party. I am starting to realize she takes a lot of my time, but she's worth every second. Anyways I did my normal habits this week, brushing my teeth and showering everyday after I woke up. Then eating breakfast, and the rest of the day depends on which day it was. Monday I applied to some software engineering jobs and interviewed with 2 companies, went pretty well. One rejected me due to a better candidate but I am still waiting on the other. Rest of the week I did work related to my stock market positions and shoe business.",3.6666666666666665,1.6666666666666667,3.8333333333333335,3.3333333333333335,2.5,2.5,4.5,4.166666666666667,6,6,5,5.5,5,5.5,2,2,5.5,5,11,3.3333333333333335,5,4,2,22,6,English,3,5,R_sieENtdGuncKSrv
"I try very hard to approach each situation with an open mind and an open heart. I tend to be quick to anger and judgement, so I am trying very hard to work on that aspect of myself. It's important for me to treat others with the level of respect I'd like to receive in return. I think that in light of recent events, it is especially important to treat others with kindness and care.","I have had a rather busy week. My child is starring in a production this week, so I have been carpooling to rehearsals every single day this week. My other child had a special performance this morning, so I attended that, as well. Outside of my children's activities, it has been a slower week for me. I have not had the time to put in my typical work around the house. I have made dinner and washed dishes. I've also tackled several loads of laundry. Unfortunately, this has left little time for my online work and responsibilities. I have earned less money this week than I'd hoped for.",3.3333333333333335,1.1666666666666667,4.666666666666667,3.6666666666666665,4.5,2.8333333333333335,3.8333333333333335,2.5,3.5,5,3,5,5,1,5,3.5,5,2.5,17,2,7,4.5,1,33,1,English,1,5,R_2aLxjdNRQOU5x6Y
"The most important values that guide my life are honesty, loyalty, trust, fairness and virtue. I value honesty because it helps people to communicate with each other better. When people communicate, there are fewer misunderstandings. I also think society and relationships cannot function without people being honest. I also value loyalty. Loyalty is important in a relationship because we need to know someone will be there for us when times are bad. I want to know that I can trust someone to take care of things. Fairness in life is important because everyone should be able to share in the earth's riches equally. Virtue is important in relationships because society cannot function when people have low moral standards. The world would erupt into chaos without all of these values being followed by people.","Over the last seven days, I went out for breakfast, and ate along the Berkeley Marina and went grocery shopping with my husband. I put up my Christmas tree. I sent my sister-in-law a birthday text. I went to the dentist, and charged up my car at the EV station. I paid some bills online, and FaceTimed my granddaughter and husband. I worked out on the treadmill. I watched a lot of tv. I washed a few loads of clothes and towels. I did some online shopping and bought my stepdaughters their Christmas presents. I woke up this morning, weighed myself on the scale, spoke to my husband, and made myself a cup of mint tea.",4,1.3333333333333333,5,3.1666666666666665,4.666666666666667,2.8333333333333335,3.6666666666666665,4,4.5,4,5,3.5,6,4,6,6,5,5,14,2.8333333333333335,4,3.8333333333333335,1,56,1,English,2,5,R_51L7OPUry38xkoV
