ValuesSurvey,BehaviorsSurvey,CARE_tot,EQUALITY_tot,PROPORTIONALITY_tot,LOYALTY_tot,AUTHORITY_tot,PURITY_tot,Individualism_tot,Collectivism_tot,PVQ_SD_tot,PVQ_PO_tot,PVQ_UN_tot,PVQ_AC_tot,PVQ_SE_tot,PVQ_ST_tot,PVQ_CO_tot,PVQ_TR_tot,PVQ_HE_tot,PVQ_BE_tot,Religiosity_tot,NFC_tot,conservatism_tot,Tightness,sex,age,religion,first_language,race,education,ResponseId,Individualism_sim_item_1,Individualism_sim_item_2,Individualism_sim_item_3,Individualism_sim_item_4,Individualism_sim_item_5,Individualism_sim_item_6,Collectivism _sim_item_1,Collectivism _sim_item_2,Collectivism _sim_item_3,Collectivism _sim_item_4,Collectivism _sim_item_5,Collectivism _sim_item_6,Religiosity_sim_item_1,Religiosity_sim_item_2,Religiosity_sim_item_3,Religiosity_sim_item_4,Religiosity_sim_item_5,Conservatism_secs_sim_item_1,Conservatism_secs_sim_item_2,Conservatism_secs_sim_item_3,Conservatism_secs_sim_item_4,Conservatism_secs_sim_item_5,Conservatism_secs_sim_item_6,Conservatism_secs_sim_item_7,Conservatism_secs_sim_item_8,Conservatism_secs_sim_item_9,Conservatism_secs_sim_item_10,Conservatism_secs_sim_item_11,Conservatism_secs_sim_item_12,NFC_sim_item_1,NFC_sim_item_2,NFC_sim_item_3,NFC_sim_item_4,NFC_sim_item_5,NFC_sim_item_6,Tightness_sim_item_1,Tightness_sim_item_2,Tightness_sim_item_3,Tightness_sim_item_4,Tightness_sim_item_5,Tightness_sim_item_6,SD_sim_item_1,SD_sim_item_2,PO_sim_item_1,PO_sim_item_2,UN_sim_item_1,UN_sim_item_2,UN_sim_item_3,AC_sim_item_1,AC_sim_item_2,SE_sim_item_1,SE_sim_item_2,ST_sim_item_1,ST_sim_item_2,CO_sim_item_1,CO_sim_item_2,TR_sim_item_1,TR_sim_item_2,HE_sim_item_1,HE_sim_item_2,BE_sim_item_1,BE_sim_item_2,care_sim_item_1,care_sim_item_2,care_sim_item_3,care_sim_item_4,care_sim_item_5,care_sim_item_6,equality_sim_item_1,equality_sim_item_2,equality_sim_item_3,equality_sim_item_4,equality_sim_item_5,equality_sim_item_6,proportionality_sim_item_1,proportionality_sim_item_2,proportionality_sim_item_3,proportionality_sim_item_4,proportionality_sim_item_5,proportionality_sim_item_6,loyalty_sim_item_1,loyalty_sim_item_2,loyalty_sim_item_3,loyalty_sim_item_4,loyalty_sim_item_5,loyalty_sim_item_6,authority_sim_item_1,authority_sim_item_2,authority_sim_item_3,authority_sim_item_4,authority_sim_item_5,authority_sim_item_6,purity_sim_item_1,purity_sim_item_2,purity_sim_item_3,purity_sim_item_4,purity_sim_item_5,purity_sim_item_6
I value people who are sweet and kind. They think about others. They help me be a better human. I want to be a better person. It is wonderful.,I eat dinner every night at 5 pm. I like chicken so I make that with teriyaki and hot sauce on it. i PAIR IT WITH MASH POTATOES AND BROCCOLI. I went to the gym last week for two hours. I focused on swuats and I reached my max of 230.,3.1666666666666665,2.833333333333333,3.1666666666666665,3.1666666666666665,3.333333333333333,3.0,2.833333333333333,3.8333333333333335,3.0,3.5,3.333333333333333,4.0,3.0,4.0,4.0,3.5,3.5,3.0,13,3.0,4.5,3.1666666666666665,1,23,1,english,1,5,R_1JX7tE0acMRceDh,0.0078562945,0.120306686,0.074150994,0.11760764,0.055359088,0.083841294,0.053677995,-0.0034086881,0.0501241,0.23364782,0.024600105,0.0835182,0.28150803,0.32022142,0.120796464,0.08558871,0.11352732,-0.05966971,-0.06532205,0.009257281,0.05592632,0.005689975,-0.07302186,0.113199875,0.085170835,-0.066574514,0.020096295,0.035139713,-0.030260565,0.054903727,0.10192272,0.10199669,0.12388229,0.13931133,0.12296377,0.00063673034,-0.06607865,0.022192098,-0.0243403,-0.08943158,0.0021161418,0.1470268,0.043626167,0.08550565,0.06486417,-0.027807876,0.0760626,0.025891166,0.17191704,0.15384755,0.023538787,0.001253752,0.073884085,0.14234337,0.026683081,0.15683287,0.10584977,0.17564172,0.19199005,0.2468737,0.131728,0.092937075,-0.03620723,0.012366236,-0.03553064,-0.022779524,0.0018154946,-0.0072844084,-0.07587212,-0.023677565,0.04792033,0.032503366,0.07130072,0.010564208,0.042737067,0.055962667,0.03227476,0.00024997443,0.02386962,0.06908508,-0.06091522,-0.059000723,-0.009574271,0.025543395,0.0046973694,0.009975812,0.042063184,0.09195084,-0.045386497,0.026877549,-0.05601941,0.047905948,0.038238734,0.019410353,0.010208465,0.018956315,0.045140352,0.05322952
"Values such as trying to work my hardest given any situation. Being a pessimist, but having a kind heart towards others. Help's to be practical towards myself and what I want to achieve.","Got up from bed in the morning. Made myself breakfast. Did my laundry. Cleaned my carpets in rooms, as well as surface areas and windows. Went to work. Went out to eat at a restaurant. Went to bed. Made my bed whenever I wake up. Watch some shows on my phone. Went shopping for presents.",3.1666666666666665,1.1666666666666667,4.0,2.5,2.1666666666666665,1.5,4.0,3.1666666666666665,4.5,5.0,4.666666666666667,3.5,5.0,3.5,5.0,2.5,5.0,3.5,5,3.5,4.0,3.5,1,21,6,English,13,2,R_2xymyvY6ss79eLL,-0.06920762,0.04559619,0.12924236,0.14031965,-0.12530684,0.15894008,-0.020192722,-0.05425214,-0.044401824,0.031946342,-0.059910104,-0.0020014914,0.11393364,0.19166061,0.1722364,0.056089796,-0.022754494,0.035999097,-0.024742933,0.058878377,0.04606223,0.12305504,-0.0138332145,0.03018085,-0.01687499,0.004907474,0.15709881,-0.008306922,-0.030178005,-0.023807798,0.08605781,0.0075819595,-0.03673694,0.18523267,0.050966665,-0.074905254,-0.014871806,0.009632746,-0.03365852,-0.14574385,-0.04973522,0.17094257,0.08323388,0.1624595,-0.01962215,-0.039852068,0.042927645,-0.045084387,0.09407002,0.204459,0.057461906,0.03406944,0.24522603,0.28631237,-0.016392058,0.11256344,0.039739203,0.07272863,0.23854098,0.2064923,0.1768295,0.0002621524,-0.05372791,-0.03737185,-0.045227945,0.058558576,-0.025397804,-0.10759285,0.053791426,-0.0023448695,0.02584834,0.011584261,-0.027484348,-0.020259868,0.0045353915,0.010237773,0.061823398,0.058147352,0.022531483,0.18517558,-0.09184377,-0.062668346,-0.037622936,-0.075439274,-0.008895658,-0.089523315,-0.08897589,0.040815927,-0.060316276,-0.021593705,-0.12324257,-0.061411172,-0.06777584,-0.04698068,-0.14195001,-0.023764964,-0.04043444,0.06566925
"I'm not sure what values are central to me except for traditional family values. I usually make difficult decisions guided by what is best for everyone in the situation. I interact with those people whom I love and cherish. Some of those people include my mother, my siblings, my dogs and my friends.",About a week ago I went and visited my doctor which required a nice drive. I usually spend my days eating drinking and sleeping. I spend my time with my mom and my dogs now that my father has passed away.  I spent some time this past week praying to god and praying for my father. I took my dogs out on a small walk this week as well. I spent some time playing my favorite video game Runescape online. That is one of the hobbies I really enjoy participating in. I spent some time this week going to the post office.,3.5,2.1666666666666665,3.5,3.1666666666666665,3.6666666666666665,3.333333333333333,3.8333333333333335,4.0,5.0,3.0,5.333333333333333,2.5,4.0,4.5,4.0,4.0,4.5,4.5,19,3.6666666666666665,3.5,4.166666666666667,2,28,1,Spanish,16,5,R_1FggYnKACUgSygw,0.12953222,0.1473204,0.17044957,0.24356413,0.08350827,0.227558,0.105696246,0.13439052,0.21327259,0.1634765,0.09363663,0.13212517,0.3589802,0.539413,0.30006254,0.21804972,0.20721513,0.034196194,-0.02560057,0.06206859,0.18204641,0.08838727,0.039009903,0.06422607,0.049513362,0.091736436,0.1595244,0.029665425,0.060639948,0.003399495,0.24027342,0.22424354,0.15749884,0.27920806,0.18028575,0.0060596094,0.02019684,0.014734652,-0.026293123,-0.06408143,-0.0030573718,0.28921187,0.1835742,0.22435147,0.15578225,-0.010063034,0.17633294,0.09496582,0.2436659,0.20430514,0.1805655,0.1346781,0.21538904,0.3759734,0.15171355,0.24528322,0.12697864,0.18877906,0.39912212,0.33734056,0.3311467,0.16402435,0.16564608,0.11046775,0.08938648,0.23002684,0.0971738,0.109048426,0.03383676,0.015587215,0.08137722,0.04086747,0.016330454,0.018531883,0.010544525,0.026757045,-0.047994472,0.14323752,0.0032855263,0.23570684,-0.12923552,-0.042210802,0.07102802,-0.052349497,0.0259681,-0.031363662,0.02116704,0.1519681,0.07932162,0.10665496,-0.05545346,-0.0632391,0.029781062,0.060187,-0.042158835,0.071595505,-0.026119556,0.11938108
"My main value is to help and not hurt and to try to make people's life better.  This is my goal both at work, where I am a librarian, and outside of work, where I try to make people's lives better in any way I can, even it it's little things like paying for someone's lunch in the car behind me at the drive-thru or helping out charitable and volunteer organizations. I used to volunteer more often before I had to move.  Now I spend most of my free time driving the 6-hour round trip to my mother's every weekend to help her around the house and to spend time with my niece and nephew who lost their mom a few years ago.","On Monday I went to work.  I cataloged and processed books.  Then I went home and worked on cleaning my house.  On Tuesday I worked late, managing inter-library loans and cataloging and processing books.  On Wednesday I worked, managing inter-library loans and cataloging and processing books, but took off work 30 minutes early so I could run some errands, get the laundry caught up. and finish cleaning my house so I could drive down to my mom's for our family Christmas this weekend.  Today, I got a haircut, then learned that a colleague had exposed me to Covid, so now, instead of getting to spend Christmas with my family, I get to sit in a lonely apartment alone and wait for my Covid test results because my colleague and ignorance and selfish and didn't' get vaccinated and didn't warn us that she wasn't vaccinated.",5.0,4.166666666666667,3.333333333333333,2.0,2.0,1.5,4.5,3.5,5.5,2.5,6.0,2.5,5.0,5.0,3.5,3.0,2.5,5.0,19,3.6666666666666665,1.0,2.0,1,51,1,English,1,6,R_2uV86zF2qtjavM0,0.0168446,0.027945971,0.1705904,0.11903621,0.13258262,0.19251661,0.04773387,0.1246541,0.12298604,0.04016622,0.04442258,0.00470357,0.06643784,0.10692477,0.12286582,0.13749461,0.108672395,0.10421558,0.027363742,0.016291559,0.057903875,0.09928599,0.12547816,0.0014951385,-0.030820465,0.08465509,0.10715304,0.091814764,0.021044228,-0.03688082,0.1882285,0.12689713,0.116685845,0.083109125,0.012866918,0.09405901,0.14331271,0.073588714,0.01898617,0.12794144,0.05433119,0.13120356,0.13357064,0.038615942,0.12067185,0.041059896,0.06083262,0.016409148,0.079390384,0.09931475,0.09802844,0.15791479,0.16965264,0.040356383,0.20571819,0.24218939,0.1329731,0.16134423,0.23146124,0.067264065,0.17498347,0.101182945,0.161103,0.057173405,0.07407158,0.20518358,0.13943784,0.17162545,0.016411062,0.073289625,0.06447579,0.005062792,0.07639207,0.16309428,0.108128056,0.011208093,0.098607674,0.05223219,0.13824995,0.19298933,-0.09198804,0.052997556,-0.0042229956,0.008616964,-0.007241362,-0.064061336,-0.06809157,0.058735397,0.028365111,0.08617418,-0.019608319,0.03681057,-0.020354332,0.041498017,0.013113983,0.15496491,0.029532922,-0.06341224
"My most important values are compassion, fairness, and multicultural justice.  I am very focused on the sufferings and ill treatment of the less fortunate in society and minorities.  I try to do extra things for people in these categories, hoping to give them support.  I believe we live in a very unjust, unequal society where the rich and powerful are above the law and can manipulate our political system.  Because of this, I strive to do things for the downtrodden who have almost no voice in our unfair system.  Lastly, I want to make as much difference as I can in helping people who are from multicultural backgrounds achieve acceptance and inclusion.","Over the past week, I visited my psychiatrist and psychologist for my PTSD therapies.  I had to bring my car to an auto body shop because it had been vandalized the week before.  So this week I am driving a Toyota Camry that is really great.  I visited my closest friend Leslie on Thursday and we watched videos and chatted.  Every night I try to watch a video at home and then spend about three hours catching up with political news via social media and news sites.  Lastly every night before bedtime, I read for about an hour.",4.666666666666667,3.333333333333333,3.333333333333333,1.8333333333333333,2.0,2.5,3.5,3.1666666666666665,4.0,3.5,5.333333333333333,1.5,5.5,2.0,4.0,3.5,2.5,3.5,5,3.5,2.0,4.833333333333333,1,62,6,English,1,3,R_1rkOGkvFMp3TJmS,0.23952912,0.048947938,0.1589795,0.17505693,0.20504756,0.14321762,0.13213201,0.20423874,0.26700634,0.14769161,0.15222165,0.12894963,0.28710818,0.36597332,0.16410655,0.19466738,0.20223491,0.0033204532,0.04481772,0.080367975,0.13473794,0.085770346,0.07659872,0.00274813,-0.016717615,-0.020113774,0.070880756,0.012101563,0.08781226,0.0065225866,0.24057129,0.19283801,0.16702293,0.19050089,0.11134437,0.16389841,0.05843572,0.1505283,0.09673745,0.12108206,0.14469546,0.2222837,0.1683936,0.10775551,0.13025567,0.038973477,0.23965839,0.047690324,0.1961717,0.100723065,0.18371832,0.19670025,0.13219893,0.21668632,0.14397055,0.2453339,0.06972447,0.19178389,0.26713607,0.14109522,0.31688374,0.13039756,0.14595658,0.069085255,0.17439486,0.3074207,0.2545536,0.2193045,0.00492723,0.0061573945,0.06692435,-0.013979557,-0.0018950365,0.11632784,0.0014639683,0.013911452,-0.033335596,0.17841639,0.0038169697,0.17113283,-0.041195713,0.04459652,0.107607365,0.035909325,0.058369983,-0.056605883,-0.026299525,0.077619046,0.0006906092,0.10980052,-0.06800698,0.050472964,0.025797676,0.034701586,0.02807932,0.22481443,0.031402808,0.080648735
"One of my most important values is honesty. It is very important to me that people are honest with me. I also appreciate loyalty and authenticity. It's important that the people I choose to surround myself with are true. Another value of mine is effort and determination. I could never be friends with someone who has no motivation, someone who doesn't seem to care about achieving anything or lacks goals.","Last week I went to work. I only work 3 days a week, so when I wasn't at work I was just relaxing. I was doing my hair, catching up on shows and eating. One of those days I made some brats, I made two packs.",3.1666666666666665,2.5,3.5,2.0,2.833333333333333,2.0,3.1666666666666665,4.0,4.5,6.0,4.666666666666667,5.0,5.5,5.0,5.5,5.0,6.0,5.5,17,3.0,4.0,2.833333333333333,1,18,1,English,2,4,R_2S1fnB5q157gwER,-0.005583385,-0.006167222,0.062426046,0.033060703,0.1723457,0.12678981,0.03226837,0.050406355,0.1185263,0.20122355,0.0761168,0.045329984,0.15843013,0.22298172,0.18051483,0.04177884,0.036957495,0.04741872,-0.0059018545,-0.012771839,0.062282953,0.1531856,-0.02898071,-0.10217949,-0.009692345,0.013672838,0.09809902,0.05314756,0.046030745,0.0042946376,0.10164668,0.13197723,0.05431012,0.16319944,-0.0047611725,-0.04794158,-0.053602703,-0.062223703,-0.05929177,-0.082702,-0.042407297,0.17759293,0.036850978,0.031668972,0.00697089,-0.087637134,0.058008056,-0.10900777,0.062854685,0.14910068,0.048514824,0.04239334,0.1602549,0.09163903,0.13582252,0.18870527,0.120513685,0.09163378,0.29231885,0.17633095,0.22336265,0.13001814,-0.048792876,0.0017709602,-0.013120554,0.1116534,0.0806867,0.098672055,-0.020698538,0.012038815,0.036148883,-0.044397376,0.05309626,0.058691613,0.06937939,-0.015812978,0.08928594,0.103693336,-0.009949412,0.24762252,-0.068211436,0.042070962,-0.10103282,-0.08250399,0.03656303,0.026937727,-0.10162884,0.059174076,0.0012070863,-0.02810359,-0.10070733,-0.04369013,-0.092619956,-0.023207966,-0.012122455,0.022349246,-0.06366394,0.0439365
"My life choices and interactions are guided by my belief in God and that there are absolute Truths that I must follow. When I interact with people, I try to be kind and understanding. I follow the Golden Rule to treat others as I would want to be treated. It is important to be honest with people and, at the same time, try not to be hurtful while being honest. It is important to reach out to people in need and who are less fortunate than myself. Being an example to others and my family is important. I try to do everything at my best and with integrity. Making others happy is a goal for me.",Last week was great for me because I finalized some dental work that had been an ongoing process for many months. I enjoyed a day with my daughter and she brought her pet dog. We enjoyed our time together. My son visited me and we were able to talk and catch up on what we have been doing. I had a nice shopping trip to buy family surprises for Christmas. I spent some time decorating the living room with decorations for the holidays. I made a custom wreath for the door. My husband and I went for a 5 mile walk together. It was a nice time to spend with each other.,5.0,1.8333333333333333,3.8333333333333335,4.333333333333333,4.166666666666667,4.166666666666667,3.1666666666666665,4.5,5.5,2.5,5.666666666666668,2.0,4.5,2.0,6.0,5.5,2.0,5.0,22,3.1666666666666665,6.0,4.166666666666667,1,64,1,English,1,5,R_1jDQjPAnqyhdzGn,0.10750386,0.08911059,0.16052815,0.035380915,0.06956981,0.16011077,0.11392856,0.17109707,0.13129242,0.1891419,-0.062314026,0.1269593,0.29891038,0.3256268,0.16814968,0.06027177,0.08263163,0.029032286,-0.04376486,0.035130113,0.11923577,0.087960854,-0.085165694,0.22220072,0.09508106,0.042397335,0.11133567,0.06914385,0.001366077,0.009102864,0.114896044,0.0849102,0.050877087,0.20984009,0.07103112,-0.10100797,0.00049087754,-0.023008814,-0.061679788,-0.12183374,-0.085752554,0.21197829,0.10623135,0.11801488,0.12991247,0.031812202,0.11318505,0.07892227,0.1477144,0.20832928,0.09070398,0.03726711,0.3935517,0.27133757,0.01909757,0.13427493,0.18484794,0.10719719,0.31620407,0.24393871,0.18970598,0.12658516,0.11819346,0.10299651,0.04245148,0.13758509,0.058171626,0.048171543,0.06482515,0.019308332,0.05098337,0.061100617,0.14394133,-0.029665202,-0.0063627698,0.0015176665,0.0069558797,0.17962718,-0.06306137,0.096926436,-0.083452255,0.0038913563,0.058211014,-0.104641214,0.051327944,0.002858901,0.059457146,0.22153209,0.043443613,0.012961337,-0.033683006,0.0107398825,0.00026068278,0.034554314,-0.076078504,0.015542682,-0.03252808,0.15176529
"The most important values that guide my life is Focus and Appreciation Being able to concentrate on a particular activity and give it our full attention. When you can “zero in” on a specific outcome, you will be successful more often than not. Refocusing your attention is all about adjusting your mental lens. Just like you can change the lens on a camera to make your target object more precise, the same thing can be done with your mind. Having the ability to improve your mind, improve your brain, and quickly and effortlessly adjust your focus on one thing will bring about the positive results you want to achieve.
Using the Law of Attraction, the primary advantage of being in the mental and emotional space of gratitude and appreciation is that it helps you to live in a reality where everything works out in your favor. You set it free to explore itself. In the silence, you begin to get the insights and the inspirations and make the connections that take you out of mind into consciousness, which is beyond reason. Being inspired, feeling gratitude, and appreciating life cannot be experienced if you are stuck in your mind.","The past 7 days, I really did not much. I worked 5 days a week. So basically all i did was tend to all my patients in the children's hospital and making sure their needs are met and provided. In my off, I do all my errands like grocery shopping, shop for the things I need, eat with friends and visit some of them. When I'm finally home, I do all my laundry while watching a movie and cook food for myself.",5.0,5.0,5.0,5.0,5.0,4.666666666666667,4.333333333333333,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,20,3.6666666666666665,7.0,5.0,1,33,1,English,1,5,R_2tFpuCObdxDCSHS,-0.018183237,0.04569876,0.18069431,0.11445527,0.07576515,0.2027208,0.12284249,0.074994184,0.09245743,0.05827878,2.5178306e-05,0.17140129,0.28726026,0.380964,0.15981238,0.10627872,0.056709304,0.021203699,-0.012984831,0.0015538596,-0.0023276266,0.122050375,-0.049309768,-0.015021063,-0.030833973,0.08410759,0.10625212,0.11148442,-0.031952,0.062482387,0.2156841,0.053742215,-0.008139659,0.20605123,0.10956643,-0.041852407,0.062137745,-0.023393426,-0.047729287,-0.13107227,0.00077372044,0.17327818,0.11562832,0.15304375,0.07056033,0.07800998,0.0897184,0.021092702,0.12042156,0.17758298,0.09241811,0.11941147,0.12724875,0.21329415,0.08322896,0.23927729,0.09012147,0.092870116,0.2501944,0.1466392,0.27296978,0.09229863,0.13638268,0.08620929,0.13402691,0.20403695,0.11062132,0.09346647,0.085611574,0.075529635,0.16193596,0.1436109,0.04964022,0.02195197,0.09405658,0.049289186,0.16132972,0.0380847,0.06255921,0.14648226,-0.076867715,-0.04098457,0.04641781,-0.04931509,-0.029642526,-0.073615834,-0.073164344,0.12278042,0.014565334,0.07078247,-0.051922344,-0.044586744,0.040651865,-0.013882743,-0.088187575,0.021098308,0.01424253,0.004232114
"I am in my sixties so I have had a lot of time to reflect. I guess everyone evolves over time and some things change. I think over the last couple of years between Covid and politics perhaps more so. At this point in my life I try to focus on calm, staying healthy and trying to be a positive  force in peoples lives as much as I can. I'm a pretty simple guy.","Hmmm interesting. I eluded to my age in the last question...I'm 66. I was very healthy mentally and physically a few years ago, that is not the case now due to cancer and other stuff so frankly my memory stinks. 
Having said that, I recently retired a few months ago so in addition to the regular day to day stuff, I have spent some time getting ready for Christmas with shopping etc. I have been spending a lot of time lately trying to figure out what to do with myself in this new phase of life so I have been doing a lot of research online. My first venture in that process is getting involved with this Amazon Mechanical Turk. I'd say ""the jury is still out"" on that.",4.333333333333333,3.1666666666666665,4.0,2.833333333333333,3.6666666666666665,3.333333333333333,3.5,4.0,4.0,3.0,5.333333333333333,3.5,5.0,3.0,5.0,5.0,2.5,5.5,19,3.1666666666666665,1.5,3.0,2,66,1,English,1,3,R_2bNsOPXCCidEoXV,0.09969032,0.13795635,0.17099735,0.30326045,0.119307935,0.2639245,0.09899157,0.22520632,0.25892025,0.14635433,0.24193238,0.19308352,0.1569041,0.25080177,0.21808037,0.25364414,0.16280738,0.12942058,-0.0352273,0.089433976,0.11670559,0.15341769,0.065449096,0.042443927,0.10258496,0.013609365,0.16630375,0.04408544,0.061782066,0.051917896,0.30020607,0.21062866,0.2676659,0.2721029,0.1851158,0.039351106,0.082375176,0.069985494,0.056069903,0.06932482,0.06156904,0.30613953,0.1804685,0.2659755,0.16952531,0.047169603,0.26297972,0.11800175,0.26541123,0.24940822,0.12026034,0.14027475,0.23547885,0.27763152,0.12744766,0.22547337,0.22504139,0.3259231,0.29083622,0.2124667,0.29666364,0.10554502,0.17127344,0.07971683,0.12783061,0.28646687,0.13142672,0.16738358,0.0667952,0.05927579,0.1403344,0.13757318,0.09398183,0.07379611,0.1159853,0.14383714,0.012858769,0.20595129,0.12190103,0.15094128,-0.09427997,-0.05689009,0.029093482,-0.07537761,0.05244241,-0.024529997,0.08428565,0.15174071,0.051608626,0.32524383,-0.019383527,0.08140114,0.035492405,0.09779672,-0.0009777653,0.17487445,0.116859615,0.12808879
"I am very unsure of my future because life is unpredictable. Sometimes I will take risks by trusting other people, sometimes I am very cautious. I am a contradiction onto myself. I try to look for the good in people, but it is sometimes difficult. I keep my interaction at a polite, encouraging tone and try to never be rude. 
My family has raised me with some good values and I use some of them to evaluate people whom I choose to be close to. I usually do not get personally involved with co-workers because that has caused me suffering in the past. The people I trust the most usually know me best because I will be truthful to them and will seek their help to make important decisions.","I sleep a lot during the weekdays because I am usually working on Mturk HITs at night. I do take care of my pets early to mid afternoon, feeding them and letting them outside in the backyard. Some of them are older so they have a hard time moving around due to arthritis and vision issues. I do cleaning, laundry, etc. in small bursts throughout the day I am currently unemployed so I am home most of the time. When my husband gets home at around 6 or 6:30, we start dinner or order something online. Now during the weekend, my husband takes care of the pets most of the time and helps me with cleaning I didn't do during the week. I suffer from depression so sometimes during the day I don't clean or cook at all after I wake up. The weekends are spent usually running errands, grocery shopping and cleaning. I usually am texting friends throughout the day and returning calls after I wake up. We only have one car, so I cannot really travel anywhere during the week. The nearest bus stop is over a mile away. Weekends I am more relaxed and sometimes take naps during the late afternoon.",4.5,3.0,4.666666666666667,3.1666666666666665,3.0,2.1666666666666665,3.1666666666666665,4.0,5.0,3.5,5.333333333333333,4.0,5.0,3.5,5.0,5.0,4.0,5.5,7,2.5,3.0,3.333333333333333,1,44,1,English,3,3,R_2bZBwne0dDBiH9b,0.0031171944,-0.03394589,0.17251006,0.038496125,-0.011175864,0.1779754,-0.048935883,-0.059383858,0.035922542,0.029161962,-0.06811131,0.029672299,0.17624107,0.27298543,0.059654437,0.04572574,0.04794422,-0.021330632,-0.045722924,-0.04391338,-0.011110998,0.051085886,0.0039620465,0.114367776,-0.005153345,0.06241013,0.042611428,0.025323763,-0.07544492,0.02316757,0.110366896,0.093459055,0.08360481,0.090488635,0.09673434,-0.06848089,-0.07054801,0.03512988,-0.03592229,-0.037935182,-0.059259236,0.15422498,0.101369195,0.060668074,-0.011263266,-0.0465289,-0.05552167,0.032432802,-0.0488571,0.035073504,0.06809139,0.03378883,-0.007157022,0.15192929,0.06698697,0.15302423,0.012057917,0.018455867,0.19081187,0.08381112,0.08441852,0.06869254,0.047871824,0.039828707,0.04879162,0.018311601,0.07090975,0.055521343,-0.0397215,0.057952337,0.03901939,-0.0347995,-0.032904036,0.036233712,0.07256796,-0.07970917,-0.01818236,-0.10024305,0.021275159,0.054489437,-0.14259489,-0.15199384,-0.072737604,-0.08098254,-0.12581815,-0.12265186,-0.08050431,0.038362768,-0.00026954338,0.011488387,-0.13688776,-0.09444514,-0.029988665,-0.05407715,-0.10517989,-0.015717806,-0.0046050055,-0.088836655
"My most important and central values are freedom, gratuity, and integrity. I want to be a dignified person with defined values who can set boundaries firmly and calmly without backing down. I want to be self disciplined and grateful for each experience that comes my way whether it is good or bad and realize that these are the experiences that build my character and who I am as a person. There are times where I feel broken down and like I can’t get up, but I know that the negative emotions will eventually pass and happy times will soon come again. These values were instilled in me by my parents who are now deceased so they are an integral part of my life and I try to incorporate them into as many decisions as possible.","In the past seven days I have gone to work every day. I’ve seen my coworkers and friends multiple times throughout the week. I had time to go to the grocery store yesterday so I cooked dinner with my significant other and relaxed at home for the night. Today I woke up and attended a biweekly doctors appointment, had some breakfast, then got myself ready for work and clocked back in for the day. I had a particularly bad day earlier this week in which an older man fell at my workplace but I found out today that he is okay.",4.5,4.166666666666667,5.0,2.333333333333333,3.333333333333333,2.1666666666666665,3.8333333333333335,4.333333333333333,6.0,3.5,5.333333333333333,5.0,4.0,5.0,3.0,4.5,5.0,6.0,5,3.1666666666666665,2.5,4.5,1,21,6,English,1,3,R_aV7P3mKCYNlrvaN,0.053147778,0.007021065,0.05396279,0.036233746,0.097474635,0.10373889,0.01114065,0.10604416,0.08423823,0.022726897,0.027014043,-0.022847544,0.16766667,0.17532477,0.14893514,0.10079065,0.06449017,0.046384193,-0.067215174,-0.030563265,0.044168744,0.024510108,0.015250698,0.013893397,0.009031253,-0.014299996,0.11015444,0.015448421,-0.06024706,0.009071983,0.078173794,0.07577447,-0.02013403,0.03561672,-0.03219274,0.06458435,0.055169113,0.031567574,-0.020470615,0.061097454,0.039592683,0.11709782,0.05057929,-0.02654881,0.08966955,-0.010257412,0.06499223,-0.05047342,-0.0012464914,0.044989135,0.064854726,0.080045894,0.0791919,0.01093578,0.14684336,0.23066644,0.046255127,0.07900964,0.21279019,0.030121965,0.065928295,0.045752507,0.10888919,0.02216851,0.09290789,0.18967314,0.13016754,0.12584677,-0.026845198,0.06235514,-0.027171565,-0.04075965,0.023517895,0.07057737,0.09760829,-0.087845504,0.067626424,0.008757934,0.109313905,0.22519962,-0.15225007,-0.0084246285,-0.06217946,-0.02983731,-0.065010056,-0.012463161,-0.08954664,0.056578405,-0.04534948,0.13289829,-0.116246596,-0.007611408,-0.072342455,-0.08143008,-0.030378727,0.11778641,-0.025774362,-0.017023668
